股票代號
8299.TWO
1101.TW
1102
1104
1210
1215
1216
1227
1229
1231
1232
1301
1303
1314
1319
1326
1402
1409
1434
1440
1442
1476
1477
1503
1504
1513
1514
1519
1560
1590
1605
1609
1707
1717
1722
1723
1736
1773
1795
1802
1808
1904
1907
2002
2006
2014
2015
2023
2027
2049
2059
2101
2105
2106
2201
2204
2206
2207
2208
2211
2247
2258
2301
2303
2308
2312
2313
2317
2324
2327
2328
2330
2337
2344
2345
2347
2352
2353
2354
2356
2357
2359
2360
2362
2363
2368
2371
2376
2377
2379
2382
2383
2385
2388
2392
2393
2395
2404
2408
2409
2412
2421
2439
2441
2449
2451
2454
2458
2467
2474
2492
2498
2501
2504
2520
2530
2539
2540
2542
2543
2548
2597
2603
2606
2607
2609
2610
2615
2618
2633
2634
2637
2645
2646
2707
2801
2809
2812
2820
2834
2836
2838
2845
2849
2850
2851
2855
2867
2880
2881
2882
2883
2884
2885
2886
2887
2888
2889
2890
2891
2892
2897
2903
2912
2915
2923
3005
3008
3010
3014
3017
3019
3023
3029
3030
3034
3035
3036
3037
3042
3044
3045
3189
3231
3376
3406
3413
3443
3450
3481
3515
3532
3533
3583
3592
3596
3617
3653
3661
3665
3702
3703
3706
3711
3714
4583
4763
4766
4770
4904
4915
4919
4938
4958
4961
5269
5388
5434
5469
5522
5534
5871
5876
5880
6005
6116
6139
6176
6177
6191
6196
6213
6214
6239
6257
6271
6278
6282
6285
6409
6412
6414
6415
6442
6446
6472
6491
6505
6515
6526
6531
6550
6579
6592
6605
6669
6670
6691
6757
6768
6770
6781
6789
6805
6806
6869
6873
6890
6919
6962
7722
8016
8028
8046
8070
8112
8114
8150
8210
8422
8454
8464
8926
8996
9802
9904
9907
9910
9911
9914
9917
9921
9933
9937
9939
9940
9941
9945
9958

